,ONSConstID,AgeCat,ONSed,SexCat,Observation,Lab,Con,LD,Oth
1201,E14001079,11,0,2,1188,231.728357027686,132.17265300931987,20.27041068067556,130.13536466206813
1202,E14001079,11,1,1,1607,343.79228380557004,235.3416041834116,52.70458481617532,258.18772012574345
1203,E14001079,11,1,2,1322,290.7351377684545,219.28403967516908,39.48664691598122,219.8134341862646
1204,E14001079,11,2,1,1233,365.1034497121561,173.17651600200094,61.19200345490234,132.005698172978
1205,E14001079,11,2,2,1374,416.02690612100736,217.37119458055096,61.70163953755575,151.47546924123742
1206,E14001079,12,0,1,1330,244.72311509258782,157.98643396513427,19.853886417327136,223.24446994509526
1207,E14001079,12,0,2,1281,244.4849372698294,174.29462071974763,17.45504101685272,224.48873323982406
1208,E14001079,12,1,1,1482,289.2373200528947,247.2581011073832,36.53167728192968,355.09025798826036
1209,E14001079,12,1,2,1188,235.05740062002562,221.67160664963583,26.289308969364647,290.36418972549933
1210,E14001079,12,2,1,1195,335.5957575303308,199.5946681623026,46.30869633919049,199.04790147440886
1211,E14001079,12,2,2,1538,436.1910806223816,285.9885446755374,53.21850037226022,260.1268622132833
1212,E14001079,13,0,1,1352,244.70932522650193,147.404107347367,23.627154853648832,212.99660030841275
1213,E14001079,13,0,2,1128,212.91054511963569,141.57278998383305,18.088242704897194,186.5220412034885
1214,E14001079,13,1,1,1053,205.1241055373333,163.64996452372097,30.84349025198512,240.58243037809345
1215,E14001079,13,1,2,866,171.86116849030674,151.156817893488,22.892222529505375,202.75968567392746
1216,E14001079,13,2,1,1017,283.9318712438564,157.139429025058,46.41259704518659,160.1043480593704
1217,E14001079,13,2,2,1388,393.15584058321264,239.91921292616672,56.814563429993015,222.947996273452
1218,E14001079,14,0,1,7290,1309.1430193625833,1788.1217265726596,129.90429095630097,865.0979113402062
1219,E14001079,14,0,2,4241,774.6483899236046,1166.6650542781906,67.5910281139229,514.9861898497455
